,title,review
10," Confusing and hollow
","On paper, Tenet should have been as good as Interstellar and Inception. There are definitely similarities between these Nolan films - which in itself is not a bad thing as you know you're in for a challenging interesting and visually amazing experience. But there are 3 differences between Tenet and those films:
1. The cast and performances in Tenet are weak, and you just don't care about any of them. Washington's character just wasn't interesting and was pretty boring. Basic film making = make characters you can care about.
2. The dialogue is fast and quiet (the background sound is way too dominant) so within the first 20 minutes you're already not following what's going on. It's not the viewers responsibility to watch a film 3 times because the sound production dept can't do their job.
3. Visually boring. There was a blandness about many of the sets. Remember the Japanese house at the start on Inception? And the ""sea world"" in Interstellar? Tenet lacks imagination and everything looks boring.
4. Complexity in itself doesn't make a film interesting. Tenet is just too complex and isn't worth it. It's a quzzle you don't care if you don't solve. There are lots of film that don't lay everything on a plate for the viewer (e.g. Enemy, 2001 Space Oddisy etc) but they're WORTH it.For the first time ever, I nearly walk out half way through. I endured to the end and was glad it was over.I'm genuinely surprised that there are so many 10/10 rating for this. I'm pretty good at following complex films but Tenet is just tediously complex.There are some good things about Tenet (Pattinson and Brannagh's performances), but overall, Tenet is poor."
11," Pseudo-intellectual mindless action/WASTE OF TIME (movie also speaks in CAPS LOCK!)
","Big Nolan fan here. Doodlebug, Memento, The Prestige, Inception, Interstellar - all fresh and evocative stories. Needless to say, the bar was high going into Tenet.I had already seen the first ten minutes some months earlier in a preview which had left me enticed for more pieces of a seemingly new Nolan-y brainiac puzzle.Unfortunately, this movie feels like a self-parody.It starts off well enough, and the backward visuals look interesting enough, but gradually everything starts to feel very gimmicky. The ""message"" isn't revealed until somewhere around the last fifteen minutes, and mostly as a sort of parenthesis or footnote, and by then I had sat through two hours wondering who the enemy was, what they wanted and why I should care (Sorry, but WW3 is way too abstract a term for me. How? Over what? Why? What is at stake?). The explanation felt cliché and exploitatively woke-y. In the film, the last lines were treated as a thought entirely unique and amazingly deep. Wtf? Did a high schooler write this?The ""inversion"" part felt like an excuse to do cool visual stuff (which felt worn out very fast) instead of a basis for the exploration of a theme through story.The score felt intrusive, loud (my friend had to cover their ears in the cinema) and painfully on the nose. I bet a lot of the dissonant music came from some ""genius"" idea of playing melody backwards. Sorry, ranting a bit now, I digress...I watched my hope for a good story get crushed in non-stop action and chaos built around cardboard cut-out characters with no charm or personability. The actors seemed to be doing the best they could with what they had been given. The dialogue was, more often than not, laughable. Especially Debicki's character's lines were so cringe-y at times I could not believe what I was hearing.Glamorous environments, expensive clothing, global jet setting and VIPs carrying the fate of the world in their hands. Is this an attempt at trying to launch an updated modern Bond franchise?The film is competently made (cinematography, editing, production design etc), thus earning its five stars from me, but the story/execution is, I am sorry to say, sh**.This isn't a brainiac puzzle so much as a director lost very far up his own a**. Even Kip Thorne did not want to be associated with this nonsense!Contrived, chaotic, noisy, a director reveling in his own (convoluted) ""smartness"". Nolan, I have loved your stories in the past. Wth happened?"
12," Just wow, in a bad way
","Mind bending? Okay yes in a way its hard to follow whats exactly going on sometimes, but its so senseless in a way it hurts.The worst thing to me is the whole purpose. No smart evil plan to conquer the past, or make use of time travel features to stop climate change. No, Just a simple sick evil russian who will die anyway and wants to take everyone with him. The rest around the plot is his boring wife with her kid, we never actually see or care about. New people Just appear, dropping huge heists with Zero preperation. I know they did it already in a Loop multiple Times Blabla, but as a watcher its not convincing in that moment, not immersive, even confusing and clearing that up in the last 10 Minutes of the movie, doesnt make up for 2 hours of boredom.science not plausibleweak charactersstupid russian villain - American Hero, made up Story""mind bending"" stuff aside - just not goodtoo long (fighting scenes are used all twice..... because of the beautiful loop)sound horribletoo much pengpeng and no good dialogueLast 10 Minutes of the movie Twist ""Here the real Message of the movie"" - Like, now its a masterpiece because tada, timetravellogic all ....come onIm gonna watch it again! Backwards, and hope i get my wasted time back."
13," Complete mess ...... honest review
","Christopher Nolan for me is easily one of the greatest directors of all time and quite possibly the best director of the 2000's, so it pains me to say this......TENET is a complete mess.The attempt at explaining and ""weaponizing"" non-linear time theory just becomes wayyy to complicated in the film that it draws you completely out of the film. It creates such cheesy dialogue and by the 3rd act I just didn't care at all whether they win or lose. I just wanted tthem to SHHHH.Both out leading actors, tried their best, but they just were not believable in their roles. It was so bad that I actually fell asleep during the villains evil speech in the last act.And the idea of a algorithm in physical form I mean C'MON."
14," Absolute non-sense
","The movie started with a very intense ""Batman"" like opening. This movie showed promise the first twenty minutes and even though nothing made sense, there was still hope that it would all be tied together and all make sense. Unfortunately, hope was lost quickly and the plot disappeared into a endless past-future alternate reality abyss and never came back. This movie lacked depth and seemed pretentious from Nolan. A truly intellectual ""flex"" that surely he had no idea what was going on either. If there was one good thing from Covid is- very few people have had to sit through this disaster of a movie."
15," Overly confusing for the sake of it (spoiler free)
","Nolen tries too hard to be clever, all it does is lead to a overly complicated movie, full of plot holes.Nothing really happens, you feel absolutely no emotional connection to any characters, i couldn't have cared less if any of them died or succeeded, wasn't invested in any of them. No character development what so ever.Sound mix was terrible, i couldn't hear half the dialogue, and the action scenes were stupidly loud, my mother was covering her ears and said it was actually painful.Critics are rating it purley because its the great Christopher Nolen, and they are scared they'd be seen as stupid if they said anything other that this is an amzing film. I am not a Nolen basher, i love literally every movie he has done, and was very excited to see this, most disappointed i have been since IT Chapter 2."
16," A huge middle finger to the audience
","Christopher Nolan is my favourite director of all time. However this is an enormous banana skin of a film! Visually spectacular, but it falls way short on:General narrative and plot developmentCharacter development and any kind of emotional attachment to charactersPacing (It's ludicrously fast)Audio (Not sure what they did in post production to make it so bad but some dialogue scenes are almost incomprehensible).I felt angry watching the film, which is a first for me. Feels like Nolan is giving audiences a huge middle finger In trying to keep up, this film arrogantly revels in its own complexity."
17," Audio needs fixing
",The speech is very mumbled and not clear. The audio dialogue needs remixing and the background score and effects need lowering in volume. The character builds are non-existent. The plot is predictable. Action and special effects are very good but not ground breaking in this age when anyone can really shoot HD and then play it back backwards. Needs a second watch with sub titles.
18," Brief, Non-Spoiler review
","As this will be non-spoiler, I can't say too much about the story. However, what I can is this: Tenet's story is quite dynamic in the sense that you won't understand it till it wants you to. So, for the first half, your brain is fighting for hints and pieces to puzzle together the story. It isn't until halfway through the movie that Tenet invites you to the fantastic storytelling by Christopher Nolan.Acting is beyond phenomenal, and I'd be genuinely surprised if neither Robert Pattinson nor John David Washington doesn't receive an Oscar nomination for best actor. It's also hard not to mention how good Elizabeth Debicki and Aaron Johnson both are. All around, great acting, and the dialogue amps up the quality of the movie.The idea of this movie is damn fascinating, and while there are films that explore time-travelling, there's never been anything quite like this. It has such a beautiful charm and for the most part, explains everything thoroughly. It feels so much more complex than any form of time-travelling we've seen, and no less could've been expected from Nolan.Oh my lord, the score for this film fits so perfectly. Every scene that's meant to feel intense was amped by a hundred because of how good the score was. Let me just say though, none of them will be found iconic, but they fit the story and scenes so well.In the end, I walked out, feeling very satisfied. Nevertheless, I do have issues with the film that I cannot really express without spoiling bits of the story. There are definitely little inconsistencies that I found myself uncovering as the story progressed. However, I only had one issue that I found impacted my enjoyment. That issue was understanding some of the dialogue. No, not in the sense that the movie is too complicated, but more that it was hard to make out was being said at times. It felt like the movie required subtitles, but that probably was because, at a time in the film, there was far too much exposition.Nevertheless, I loved this film, I'll be watching it at least two more times, and I think most of you in this group will enjoy it. I definitely suggest watching it in theatres if possible, just so you can get that excitement.(4/5) & (8.5/10) for those that care about number scores."
19," Pretentious action movie
","If you find movies with nameless characters pretentious, this will fit nicely into the pattern.Not only the protagonist is nameless, but he calls himself The Protagonist- how hilarious. ROFL. The Protagonist is the new James Bond, but not as funny. His story is a graceless mashup of Memento (reverse playing) + Inception (sharp-suited men moving in designer's environments) + Dunkirk (boys club of fighting and running around aimlessly).The Protagonist and his sidekick Neil also do a bit of time travel, to stop an evil - obviously Caucasian - enemy from destroying the world. Evil guy's name is Sator, and there's is also a firm called Rotas, somebody called Arepo and part of the plot takes place at the Opera.Once Nolan's done in trying to impress you with the Sator square, he adds the quantum arrow of time and reversing entropy, mixes it with the most banal female role you can imagine (a trophy, mistreated wife who loves her son very very much), a car chase, a couple of fist fights and an involuntarily hilarious and chaotic final scene involving a red and a blue team (Matrix anyone?).The ending involves a rip-off of Casablanca, with the two male heroes metaphorically kissing goodbye (or hello?) and more of The Protagonist being hyper cool.I understand Nolan likes 5 stars, slick hotels, luxury interior design, expensive suits and first class travel around the world. Also, he's not the sentimental type who can make you sympathise with his characters, but absolutely not giving a damn about any of them doesn't help enjoying this movie either, exactly because the plot is quite banal, but dressed up nicely with some smart - but condescending- gimmicks."
20," If you make a movie such that it is needed to watch it 2-3 time..
","..to fully understand, you better make sure that it is really worth watching it 2-3 times. And this one is not.
And I find very arogant to even propose the idea of rewatching it and even more, using it as a negation of all the negative critics."
21," The Film Has No Heart!
","Intelligence isn't how many books you can read or if you have a degree. Accurate intelligence is about how self-aware you are with your intuition and how loving you are to yourself and existence. Therefore, if your behaviour isn't changing, then you're not growing. Some people are so focused on technical knowledge but lack the big picture, and because of this, they're emotionally unstable and stuck in life. You can have all the technical expertise, you can be an expert in your professional field but have no idea of the big picture.Tenet is the perfect example of focusing on lofty ideas and concepts, and forgetting the importance of film, which is human behaviour."
22," Utter nonsense
","This movie may be glossy and pretty to look at but since it's utter nonsense it's difficult to care. The entire concept makes no sense. No characters to care about either, they are just there as set pieces."
23," Brilliant Film
","If you can, get to a cinema and watch Tenet.If you can, watch it in IMAX.If you can, watch it twice.The film takes reality and plays it backwards and forwards at the same time. A mind bending, action packed experience like never seen in cinema before."
24," The sound mixing makes the movie unbearable
","I wanted to love this, but it was impossible.I maybe understood 20 sentences in the hole movie.
The sound mixing was so utterly bad, that it could've worked as a 1920s silent movie, except that it was so loud you'd get a tinnitus.Actors where either muffled through gas masks or backward speak translated through walky talkies. On top everything was drowned in the phenomenal soundtrack.It was impossible to follow the complex plot.
I focused on the eye candy and hoped it would end without me taking hearing damage"
25," Tenet is built like a puzzle with a story that folds over itself enough times to make you believe the screenplay was built from origami.
","It's been a long and bumpy road to release but the blockbuster event of the year is finally here. While lockdown may have warped people's perception of time, nothing can quite prepare you for the brain-addling time distortion on display in Christopher Nolan's latest feature Tenet.From its heart racing opening to its dual-timeline finale, Nolan pushes the boundaries of how film is presented and meant to be consumed. Playing fast and loose with chronology, Tenet is built like a puzzle with a story that folds over itself enough times to make you believe the screenplay was built from origami. Put simply, the film demands numerous viewings to untangle its interwoven narrative and will undoubtably attract a myriad of interpretations.Tenet also arrives at a time where cinemas are facing an uphill battle attracting audiences as they begin to reopen around the world. Luckily, Nolan has never been one to compromise the ambition of his films by doing things by half-measures. With its operatically staged action sequences and Ludwig Goransson's pulsating soundtrack, Tenet is a complete sensory overload that offers a cinematic experience not to be missed."
26," Christopher Nolan does it again
",One of Christopher Nolan's most fascinating movies yet . The inversion concept is unique & outstanding. The performances are excellent. The cinematography is super. Some scenes are simply breath taking. It's a visual art. The action and practical effects are incredible. It does require a lot of concentration and possibly multiple watches.
27," Be patient
","If you are expecting the adrenaline you got with Inception, look no further. If you are looking to be able to follow this film on the first viewing like you did with Inception, maybe not so much. I would put this film one level higher in complexity than Inception, as Inception was complex but pretty intuitive. This film CAN be intuitive, but unless you want to wait for the Blu Ray, you're going to have to shell out to see it multiple times to actually get a better understanding of the plot's finer points.
A more logistical thing to comment on: it seems the audio mix is lacking. I originally thought it was my theater (voices seem to carry too much bass, making them hard to understand; however, Studio Movie Grill plays this film very, very loud, which I love because it makes the gunfire far more realistic), but others have complained about this as well. I am hoping that the blu ray will be remastered so that this is not an issue.
With all this being said, be patient. This film is great and I have a strong feeling you will not be disappointed. It is classic Nolan doing what he does best. It is intricate, spares no expense, and it is by no means lazy. Once the BR comes out, it may actually turn into one his his best so far."
28," It didn't work this time.
","I love the work of Mister Nolan, but it didn't work this time.
The film lacks of pace and charisma. Sometimes it's boring to keep watching.
Maybe he tried to hit the originality of ""inception"", but the editing and the story didn't help.
The sound mixing is really good as always and the Kenneth Branagh's performance is the highlight of the movie.
Some fights scenes are close to childish execution.
Anyway, I hope Nolan does better in a near future."
29," Naive action film
","This is an action film packed with fast-paced fight scenes and rapid plot twists. But the film is disappointing in every respect. Most importantly, the plot is uninteresting and the characters are simplistic and shallow. The sci-fi twist of the story is ridiculous.The men are of simple man's-gotta-do-what-man's-gotta-do types. And women are portrayed as usual in Hollywood films: beautiful objects, caring mothers, or vengeful lovers. None of the characters appear as real human with cognitive depth. There's no discussion, no reflection, no personal growth. The plot relies on naive narratives: the hero must save the beautiful girl, the mother will do anything to save her child, the betrayed lover seeks for a revenge, the omnipotent antagonist wishes to destroy the world due to personal vanity. What's new, Nolan?The pseudo-scientific idea of reversing the time is yet-another crazy Hollywood plot twist that does not have any scientific basis. As a scientist the film makes me laugh. It seems that the action genre as a whole has been completely exhausted, so the only way to create something ""new"" (and to keep the viewer from falling asleep) is to make the cars run backwards.Some people think that the film is interesting (""masterpiece"") because the plot is complex and you cannot spot all the details on the first watch. Well, I did spot most of it on the first watch and ... it was not interesting. The story is predictable and does not provide any new ideas that haven't been dealt with in previous films. The underlying philosophy of the future of the world and righteousness is naive and simplistic."
30," Biggest waste of money on a movie
","This is the very first and last review I will ever leave for a movie.Never did I leave the movie theater so frustrated and confused in my life. I really wanted to like this movie and I usually try to never be too critical of a movie, but there was no part to which I could cling on and say there was something positive and great about it.Even if this movie is deeper and has complex themes which are interesting, your brain shouldn't be overloaded by attempting to comprehend every single second of the movie. It is way too heavy and everything moves way too fast for an effective analysis.The sound and music were waayy to loud to the point that my ears hurt. I literally didn't understand half of what the characters were saying which only worsened the confusion. Subtitles would have been necessary.There is very little backstory to any of the characters, and I didn't care for any of them due to a lack of great acting/ character development. What made Nolan's previous films so great is that it explores the complexity of the characters and their motivations. Here, you're just thrown in the action from the very first second with almost no explanation of each and everyone's purpose in the story.You should at least understand the majority of the concepts after you finish a movie. Here, you'll probably need to re-watch at least another time to start understanding the plot a little bit more. However, I'm not planning to waste another 2.5 hours of my life on this movie.Here's my reccomendation: don't waste your time and money on this film, you'll save hours of life."
31," Nonsensical and infuriating
","At first sight, this movie was nonsensical and infuriatingly bad. However, since I watched the movie a few days ago, I have carefully reconsidered and re-examined the latest Nolan. I have come to the conclusion that it is easily one of the worst movies ever made, confirming my initial intuition. I tried to find some good but couldn't find any.The dialogue: horrible and cringe.
The sound mixing: ... Oh boy
The acting: yikes
Action: pretty ridiculous and unconvincing
Plot: nonsensical yet somehow still predictableDon't do time travel and try to explain it scientifically. Don't pretend you 'get' this movie, there's nothing to get here. I wish this movie was never made and I wish Nolan could be held accountable for making such trash."
32," Christopher Nolan does James Bond -- with time travel!
","I have a huge amount of respect for director Christopher Nolan. His recent films Inception, Interstellar, and Dunkirk are three of the best things I've ever seen on film and I automatically want to see whatever new production he comes out with. So, I'm just back from the theater having seen Tenet for the first time (I'm pretty sure there will be a second and third time) and in one sense I have no idea what rating to give. At a minimum it would be worth at least 6/10 for its technical quality alone. But it might be 10/10 for the quality of its fiendishly intricate storyline, which leaves your head spinning by the end. But it' s not without a few problems (see below). So, OK -- 8/10 it is.Among Nolan's previous works I'd say 'Tenet' owes the most to 'Inception' for its complex, ever-shifting, multilayered plot. For Inception it was the Russian-doll dreamworlds within dreamworlds. For Tenet, it's playing with time and time reversal (as you see from any trailer or synopsis out there). We've had any number of time-travel movies before, and one sure thing they're good for is setting up paradoxes, but the way Nolan deploys this on screen is at times genuinely and startlingly new (as just one example, there's a car chase on a busy freeway where one car is speeding backwards but time-reversed, so from its POV it's racing forward, which is why it can travel that fast driving backward ... and there are many more scenes that I won't spoil.) There are things here we've never seen on screen before.In the barest of bare-bones summary, the plot is all about a hunt for The Algorithm, something that enables this messing with the timeline The uber-evil Andrei (Kenneth Branagh) aims to use it to start WW III, or even (in a total burst of nihilism) ring down the curtain on all of reality. The shadowy team called Tenet aims to stop this. Keep up with it if you can. On the surface, it's an excellent James Bond imitation. Exposition scenes are followed by thunderous action, rinse, repeat -- pretty much from start to finish. How confused you are at any given moment depends (like Inception) on how many questions are running through your mind: why are we in THIS location now, who's doing what to whom, and what precisely are the characters after? The overall impression, though (again, like Inception) is that there IS substance underneath the high-octane surface and that repeated viewings and study will bring it out. We'll see.So the production quality is, as usual for Nolan, first-rate. There are big, bravura scenes (wait till you see the big opener in a concert hall) but plenty of close, person-to-person ones to balance. One thing that might be a little jarring is that the scene-to-scene transitions are extremely abrupt and extremely frequent, and I assume that's deliberate -- there's no time for viewers to think even if we want to. But I'll accept that as a feature rather than a bug. The overall flow isn't necessarily helped by the music score (by Ludwig Goransson), which is epic but also insistent and omnipresent. Too much of a good thing. Lots of the personal scenes would just have worked better for me with no background score stepping on the dialog.For the acting: I thought John David Washington (as The Protagonist) was OK but rather wooden, and he's on screen most of the time. I kept visualizing Will Smith in the part instead -- but maybe he'd have taken over the movie too much and that's not the result Nolan wanted? I don't know. But I liked Robert Pattinson and Elizabeth Debicki quite a lot. They both have substantial, essential roles and they have more nuance and humanity than anything they've done before. Kenneth Branagh still can't do a good Russian accent (though to be fair, not many native-English actors can) and although he's fine, I think as an actor he's much better suited to Shakespeare or Hercule Poirot. There's a big cast of smaller roles (among which is the always-welcome Michael Caine), adding to the difficulty of keeping up with what's developing.So there it is. I'm looking forward to figuring out more of what's under the hood of this thing."
33," Worth it- but intensely cerebral for 2.5 hours with no break in tension
","I respect the cinematic art that is Tenet. It's just something you experience- and if you try to follow the plot it will be confusing. But in this case, that confusion is intentional and one thing is obvious, this film is an intentional well planned out vision of Christopher Nolan. That confidence and certainty of a director is what you respect. Many great filmmakers make strange mind bending films. I think the action in Tenet was entertaining and the concept was interesting. But I feel it came up short given the storytelling ability of Christopher Nolan.I think a top tier director like Nolan has a responsibility to level the tension. A film that's super intense for 2 1/2 hours straight is stressful. The audience has to do a lot of work to try to figure out what's going on and it's exhausting. You need to pull back and let some of it simmer. I think Nolan has entered the echo chamber stage of his career. No one's going to tell him no, or that somethings not right.**this paragraph doesn't have spoilers per say, as no one knows what this film is really about- but it you haven't seen the film, spoiler alert. I feel the Indian lady (aka oracle master weapons dealer) was flat and her entire subplot could have been cut out. And I wished the opening opera scene tied into the plot more- and I think there was too much plot being revealed through dialogue. The actors were having to explain the plot- and it still didn't make sense even to them! HahaI did enjoy it. Judging on a Nolan curve, I would give it a B+. I think it's probably his fourth best film. They will probably shower it with Oscars, but 10 years from now I don't think anybody's going to be quoting Tenant or talking about it, because it's unclear what it was about- without having it explained to you in a director's commentary. And Inception and Interstellar both played with time better than Tenet.Even though it was clearly visionary, a unique piece of art that plays with the rules of the medium and the backwards action stuff was innovative... in the end, the bad guy wasn't charismatic enough and the good guys were too busy explaining the world to each other, and the ending wasn't amazing. But it was highly entertaining and that's all you can ask for."
34," Two and a half hours of noise
","Whilst I admired the cinematography, the backing soundtrack and music was too loud, sometimes louder than the dialogue.
Two and a half hours seemed to go on and on with not much happening, a lot of repeating itself?
Perhaps I am that average film goer and should stick to Eurovision.
The six people in our screening stayed very quiet.
I liked the Michael Caine cameo appearance."
35," Extremely Disappointed
",I'm a massive Nolan fan and love Inception which I was hoping this was going to be like but it's nothing of the sort and very poor! The story isn't that complex once you finally find out what's happening but for a Nolan film I expected far better.
