,title,review
11," Was I even watching the same film?
","All this critical acclaim for this film (mainly because it's a Tarantino one) is so baffling. So what's wrong with it? For a start nothing actually happens throughout until the last 10 minutes. It's a slow, turgid, self congratulatory affair with drawn out scenes and tons of tips of the cap to the 'era' - through the soundtrack and product placement of 1960s packaging, or 'real life' characters like Sam Wannamaker's appearance - that just aren't needed. They even splice Di Caprio into the Great Escape as a 'what if?' moment...but all for what? Just Hollywood slapping itself on the back again about being Hollywood.There were genuine tense moments like when Pitt's character visits the Manson family allotment that turn into a damp squib. Again why was that scene so long? Why did they spend so much time on Di Caprio playing the baddy in the western but no time at all on his character's move to Italy (apart from the fact Tarantino wanted to imagine what 1960s spaghetti western posters would've looked like with DiC in them!). And what was the point of Al Pacino? Or Sharon Tate's character for that matter once you see the ending....?This was a missed opportunity that could've been a great piece on an actor's dwindling career that just turned into a boring series of sort of linked scenes...albeit quite well acted ones. Tarantino is become the new Woody Allen...actors want one of his films on their resume despite the fact he hasn't made a good one in so long"
12," Tarantino just created a new genre of film
","I don't typically leave IMDb reviews but this film deserves so much praise for its risky screenplay in such a dark true crime setting.For 2 hrs, 41 minutes, I was taken 50 years back, experiencing Hollywood's film industry as a comedic drama filled with desire, tension and everyday life.I liked Brad's character the most, but Leo easily matched with his own performance. A definite see-it-in-theatres watch. Bring your sense of humor though. There are lines of dialogue and laugh out loud bits that completely satisfy your curious mind. Expect everything you would from Tarantino, but also what you wouldn't.I gave it a perfect 10 because I forgot I was watching a nearly 3 hour film, even though it still wasn't long enough for me. I would like to see a director's cut up to an hour longer as I think this is a unique case that extra footage would only help such an already powerful story.I had the privilege to watch an early 70mm screening of this film at the cinerama dome with the director, Tarantino, in the audience. It was a surreal experience I'll never forget."
13," Oh so mediocre
","After all the hype around this film I was sorely disappointed. With an A List cast, as it had, it should have been Gold. The acting was terrific by Brad Pitt, Leonardo and Margot Robbie. The storyline sadly fell short, way short. The era was captured really well however I sat through the first hour thinking it was painting the scene and that the real action would start. I kept thinking that until the last 20 minutes when things finally came together, however, that was nearly 3 hours of film to sit through before any real appearance of the film I was expecting."
14," Love QT but Painful boring self-indulgence
","Even great actors can't save this storyless plotless meandering piece of self-indulgent nostalgia. It looks like they had a great time making it and to heck wirh the audience. I love the old-time movie feel of most of QTs films, but come on, you need a plot. You need to tell a story. As QT famously said a movie should make you want to sit down over a piece of pie afterwards and talk about it. Soon as our
group walked out all anyone had to say was how painfully boring and self-indulgent it was. That was it. QT you gave us nothing to talk about."
15," Self Indulgent Garbage
","Where to start? The end credits !Possibly the most boring, self indulgent rubbish I've ever seen. No plot to speak of, disjointed bits and pieces lumped together with no thought or consideration of any editing.I question how this ever got made, no one other than QT would have gotten away with this.Spoiler free review as nothing happens to spoil !!!"
16," This film will certainly divide audiences
","Another great Tarantino film, though I do agree there are times where it feels a little indulgent and meandering. The climax of the film is fantastic though, and it does make it feel like it was all worth it for the most part. There isn't really a defined narrative, which may put some people off but Tarantino's sublime dialogue and the great performances make all of the scenes at least entertaining. It's no Pulp Fiction, but it definitely is one of the most original films I've seen in a while."
17," Bruce Lee vs Brad Pitt
","Not one of Tarantino's best. But still a pretty damn good and smart movie with cool sequences, great acting and directing, music and scenes that will stay with you long after the movie and you would love to watch again.
Loved the combo Pitt-DiCaprio but loved more seeing some famous characters in this film such as Steve Mcqueen and Bruce Lee, who are absolutely hilarious in the movie!
8/10"
18," A love letter to all that is Hollywood
","Just got out of a screening. This movie was perfection to me! Everything plays a part in the experience. This is some of the best acting I have seen in a long time. I was swept away with the look, music, and story. The best part of this movie is when you are spending time with these characters. Rick Dalton has quickly become on of my favorite characters of all time! Leo lights the screen on fire every time we are with him. He is the ultimate package in this by giving Rick so much depth. Pitt does an amazing job as well. Cliff Booth would be a guy I would want to hang out with. It's nice to see a movie about two guy friends that support one another in different facets of life. It is so much deeper than some sort of average buddy cop affair. Margo Robbie gets a shout out too. She truly embodies Sharon Tate and glows on screen. She is amazing. This is Tarantino at the height of his powers. He gets the best performance out of everyone in every part of this movie. There are a lot of very enjoyable smaller parts in this. It's also great to see him working with the second generation of actors and actresses he has worked with in the past. I was taken on a ride to every part of Hollywood in this. From the glitz and glamour to the dark and twisted. This movie has a really awesome third act that I wouldn't dream of spoiling. I consider it a cherry on top of an already perfect movie. The directing, writing, music, cinematography, acting were all on point. It's a slow burn but all in all this movie is about Hollywood and the different aspects of it. The rising and falling of it's movie stars, and the people that flock to it in hopes of a different life. Go in with an open mind and let the movie take you on it's ride and you won't be disappointed."
19," Do not be fooled. This film is utterly pretentious garbage.
","Almost all artists reach a stage in their careers when their egos become greater than the quality of their work and this is the perfect example of that. Tarantino clearly believes that his genius is so great that he can serve up 3 hours of the dullest, most self-indulgent, rambling mess of a story and expect everybody to just accept it as a masterpiece. It's not even mildly entertaining like his more recent films have been.Anybody who thinks that they have seen genius in this film and that only the 'informed' movie connoisseur can understand what Tarantino is really trying to do here, is just a pretentious fool. This film is an insult to the viewer and evidence that Tarantino has truly lost the plot."
20," QT9 - a Hollywood fairy tale
","Greetings again from the darkness. Hippies, westerns, short skirts, pompadours, catchy pop songs ... all have (mostly) disappeared from our world. Back to save the day and the memories, and twist a little history, is Quentin Tarantino, the ultimate film geek. His latest reminds us of a bygone era of movie stars and old school filmmaking ... a once beloved industry which has been described as being on life support. There have been plenty of big screen love letters to Hollywood, but few if any, were filmed with so many personal touches and call-backs to the director's own films.In keeping with the request from Mr. Tarantino, this review will not include any spoilers or details that might negatively impact anyone's initial viewing of the film. It's a reasonable request since the film is so unique and literally packed with nostalgia, sight gags, and historical bits and pieces - some accurate, some not so much. There is a lot to take in and process, and the full impact of the initial viewing might result in awe, shock or disgust ... and maybe even all of the above. So this will be a pretty simple overview peppered with some insight that should enhance rather than spoil the experience.The film covers about 6 months in 1969, but in reality, it all takes place (at least what we see on screen) in 3 days. Leonardo DiCaprio (possibly his best ever performance) plays Rick Dalton, an actor who had a hit (fictional) TV western series in the 50's and 60's entitled ""Bounty Law"". Since the show ended, Rick has been unable to make the successful transition to movies. For comparison, think of Clint Eastwood, Steve McQueen and Burt Reynolds - all actors in TV westerns who found greater career success in movies. Brad Pitt (the epitome of cool) stars as Cliff Booth, Rick's stunt double, friend, driver, handyman, etc. While Rick is desperate to find the next stage of his career and fend off being forgotten, Cliff, a Vietnam vet, is accepting of his lot in life. Rick lives in a swanky Hollywood Hills home next door to hotshot director Roman Polanski and his starlet wife Sharon Tate; and Cliff lives in a trailer behind the Van Nuys Drive-In with his well-trained Rottweiler Brandy.There are multiple parallel stories to follow, and a key one involves the aforementioned Sharon Tate. Margot Robbie nails the role and bounces about town with the energy and sweet aura that we imagine she possessed. All 3 of the lead actors - DiCaprio, Pitt, Robbie - have knockout scenes that I'd love to be able to discuss, but I'm not sure how without giving away too much. What I can say is that each of these three talented actors prove that movie stars still exist.This is Tarantino's 9th film as a director (he counts the 2-part KILL BILL as one film), and he claims he will stop making films after number 10. There are multiple features we can count on in a QT film, and a ridiculously deep supporting cast is one. Going through each of the characters played by actors you will recognize would take a page and a half, so I'll cover only a few here. Margaret Qualley is a scene stealer as Pussycat, one of the Manson family girls. You likely remember her from the recent ""Fosse/Verdon"" or ""The Leftovers"", and here she fully embraces the hippie look and spirit. Emile Hirsch plays hairdresser Jay Sebring, one of those in the house with Ms. Tate on that fateful night, and Mike Moh plays Bruce Lee so convincingly that I was momentarily confused when he took off his sunglasses. Also making appearances are some Tarantino regulars: Kurt Russell (as a stunt coordinator and narrator), Michael Madsen (as an actor), and Bruce Dern as George Spahn (a late replacement after Burt Reynolds passed away). Others of note include Maya Hawke (Uma Thurman's daughter), Austin Butler (recently cast in the title role of Baz Luhrmann's Elvis biopic) as Tex Watson, Rumer Willis (Bruce's daughter) as actress Joanna Pettet, Damian Lewis as Steve McQueen, Al Pacino as agent Marvin Schwarzs, Dakota Fanning as Squeaky Fromme, and the late Luke Perry as actor Wayne Maunder (""Lancer""). 90 year old Clu Gulager (""The Virginian"", THE LAST PICTURE SHOW) makes an appearance, and Nicholas Hammond (Friedrich from THE SOUND OF MUSIC) tears into his role with gusto as director Sam Wanamaker. There is even a TV Guide cover featuring the late great character actor Andrew Duggan (""Lancer""). Some of these, and many more, are like cameos, but it's still fascinating to see the faces.1969 was 50 years ago, and Tarantino does a remarkable job of recreating the look of Sunset Boulevard, Hollywood Boulevard, Cielo Drive, and studio backlots. Much credit goes to Production Designer Barbara Ling and Set Decorator Nancy Haigh (frequent Coen Brothers collaborator and an Oscar winner for BUGSY). Arianne Phillips does a tremendous job with the costumes that look natural for the time period, and not like something right off the wardrobe racks. Three-time Oscar winning Cinematographer Robert Richardson (HUGO, THE AVIATOR, JFK) is back for his 6th Tarantino film, and he captures the look and feel and vibe of a time that is so personal to the director.It's been three and a half years since THE HATEFUL EIGHT, Tarantino's most recent film, and probably his worst received. This one is clearly personal as it captures the time and place that he fell in love with movies. The dichotomy of rising starlet and fading cowboy as neighbors is a brilliant way to make a point about times changing. This was a time of transition in the United States - a new culture was upon us, and whatever innocence remained, was surely snuffed out on a hot August night in 1969. As usual, his use of music serves a purpose. We are treated to Roy Head, The Royal Guardsmen, and Paul Revere and the Raiders, among others. QT also shows us plenty of bare feet (another trademark). What is unusual is that the film lacks the trademark mass dialogue. This one kind of meanders ... right up until it doesn't.Quentin Tarantino is a living, breathing film geek (that's a compliment) who has earned the right to make the movies he wants to make. This one took him a lifetime to live, 5 years to write, and it will take you 161 minutes to watch. It was warmly received at Cannes, but no one can expect to ""catch"" everything Mr. Tarantino has served up in one viewing. That said, one viewing will likely be one too many for quite a few folks (especially many under 40 who have no recollection of this Hollywood). Some will categorize this as an overindulgent nostalgia trip for movie nerds. And they are likely correct. But for those of us who complain that too many movies are remakes, re-treads and comic books, there is no denying Tarantino delivers a unique and creative viewing experience - and it's not meant for everyone."
21," Amazing Retro Movie
","Rating 9.5/10
This movie takes back you to late 60s retro. Wonderful cinematograpy and storyline to give new experience from different era's to audience. Superb acting performance to all the characters expecially Leonardo diCaprio a.k.a Rick Dalton and Brad Pitt a.k.a Cliff Booth. I was really amazed by the acting of Leo, he deserves the oscar for this role. Worth to watch."
22," A movie without story or any sense
","It was excruciating to sit there was 2.5 hours and watch this movie. The movie segments don't mean anything or connect to a central story. There are times you will ask yourself what was the point of the last half an hour of the movie, does it mean anything.
If you have an enemy then please recommend this movie to him."
23," Can be a very important film in Cinema history
","Good film, but only those who have a lot a knowledge in Hollywood and Cinema history are going to really appreciate some things in the movie and now that we are entering in a new decade in cinema with all those streaming services and comic books movies, Once Upon a Time ... in Hollywood can really be a very important film."
24," Don't get too excited over this movie.
","I am a big fan of Tarantino films. I was also excited to see the chemistry between 2 big Hollywood stars in Leonardo DiCaprio and Brad Pitt.
This was nothing like what you would expect from a Tarantino film. The only likeable character in this 2.5 hour snooze fest, was Cliff, played by Brad Pitt.In the 2.5 hours of plotless movie, I got up out of my seat twice, I was that bored.It also just ended. On nothing. For a moment, I had actually wondered why the cinema lights came back on."
25," Feels like 1969!
",Great characters showcasing what might have been! Only if...
26," Much ado about nothing.
","DiCaprio and Pitt collaborate with Tarantino once again for the directors ninth (and supposedly penultimate) feature film as writer/director. Set in 1969 Hollywood, the film follows fading actor Rick Dalton (DiCaprio) and his loyal stunt double Cliff Booth (Pitt) as they navigate their way through the absurdities of Hollywood life. Inbetween their exploits we follow Sharon Tate (Robbie), who gleefully indulges in all the fun and glamour that Tinseltown has to offer. I'm a big Tarantino fan, so naturally my expectations for Once Upon a Time...in Hollywood were high. What a shame it is then to report his ninth feature is an uneven, average affair that doesn't live up to the brilliance of his previous efforts.Both DiCaprio and Pitt make for a great pairing, and they both carry the film even throughout its most sluggish moments. Margot Robbie is sadly wasted in the film as Tarantino gives her practically nothing of worth to work with, resulting in what feels more like an over glorified cameo as opposed to a legitimate role worth playing. Narratively speaking, the film is uneven and at times tedious to sit through. Tarantino is known for his engaging storylines, intriguing characters and sharp dialogue, but none of that is to be found here. Once Upon a Time...in Hollywood doesn't really have a cohesive storyline, emphasized largely by the elimination of chapter breakdowns, a storytelling technique Tarantino is widely known for. At its core, it's a celebration of Hollywood moviemaking during the sixties and an exploration into the relationships between actors and their stunt doubles. While there are a handful of noteworthy scenes to be found here, they aren't enough to save the film from being a pretty average affair. Technically speaking the film is very well made and contains great shot composition along with a solid soundtrack. Unfortunately, there just aren't many ideas on display worthy of hanging a feature film on, making for a disappointing outing from one of the modern masters of cinema. If this is indeed Tarantino's penultimate effort, hopefully his swansong will return to the quality of his previous works."
27," Either the Worst or the Best Film...
","Before watching this film, it is CRITICAL that you have somewhat of a knowledge about Charles Manson (and Sharron Tate). If I did not have my sister next to me pointing out the small references to this serial killer's story, I would not have understood at least 80% of the movie. Understanding the significant details adds a specific intensity in every other scene, like you know something that the characters don't, and always keeps your eyes glued to the screen.Although I can see how a few scenes were fairly slow, and the middle was not particularly engaging, Tarantino definitely had a purpose for each scene, even if I don't have all the answers. Even the smallest of details, like a gun holster of beer or the way the characters drive down the highway, reveals hidden thoughts, feelings, and backstories to the audience. If you do not catch onto these specific details, I can understand how some points seem overindulgent of ""the golden age"" of Hollywood. But the beautifully nostalgic filming in these moments is what makes this film not only entertaining, but a piece of art.It's the juxtaposition of Sharron and Dalton's storyline, it's the wonder and the dimensional characters, it's the brilliant manipulation of the audience's emotions, causing you to laugh, scream, and cry (sometimes simultaneously) that makes this film utterly perfect.The ending leaves you wondering ""What if..."" over and over again, questioning what reality would look like if these fictional characters of Rick Dalton and Cliff Booth actually existed. And I think that's when I realized how perfect the title was: it's a humorous, fairy-tale (although not completely violent-free) ending to the tragic fate of Hollywood in the 60s..."
28," The Most Mature and Intelligent Tarantino Film To Date
","I just got in from watching Once Upon a Time In Hollywood. I've been a Quentin Tarantino fan since, well, Reservoir Dogs. Amid his trademark over-the-top violence and gore, I have always felt he treats the art with a respect that's often lost in controversy. His execution of heartfelt homage is so authentic that it becomes his biggest criticism, and to the less astute, is often dismissed as blatant theft.Once Upon a Time In Hollywood is the homage of all homages. Critics are calling this Tarantino's ""love letter to Hollywood"", but in reality it's much, much more. This letter addresses a Hollywood that's no longer recognizable, and that melancholy is woven into the fabric of this film. While there is the requisite violence, witty banter, and unpredictable outcomes, this is probably the most mature and intelligent Quentin Tarantino film yet. It also deviates from the Tarantino template by remaining somewhat linear. With a runtime of just over two hours and forty minutes, the pacing is artfully throttled, allowing the audience to take in the authentic and painstakingly detailed scenery. The period music drives the narrative but never becomes a music video. The performances are flawless. Leonardo DiCaprio and Brad Pitt will deservedly receive accolades for their performances as the main characters, but honestly there is not a single weak performance among the ensemble. And lastly, the subject matter: I was admittedly apprehensive about how the events of August 8, 1969 would be handled. While no one would be surprised to see these heinous acts glorified or even caricatured, Tarantino continues to be unpredictable. At the risk of spoiling the plotline, I'll just say this is handled tastefully and even respectfully, yet true to the classic Tarantino flair.Once Upon a Time in Hollywood demonstrates a more mellowed Quentin Tarantino touch but it's far from a departure. I suspect audiences that normally can't stomach the assaulting violence and shock of the Tarantino brand may very well enjoy this film."
29," Overhyped and underwhelming - and I usually love Tarrantino Filems
","While I generally love Tarantino films, ""Once Upon a Time ... in Hollywood"" left me cold. I was expecting something great. Instead he gives us a bit of a mess filled with forced 1960s references, really forced, unlike ""American Graffiti"" which just melded them into the fabric of the film. Even the afterscene was forced and certainly not worth waiting for.Yes the acting was generally pretty darned good. Yes, the camera work was dazzling. But the film just seemed superficial and artificial.I realize there are plenty of folks who just adored the film and concluded it was innovative and clever beyond belief. I fear those conclusions are as superficial as this film.So if you're a fan of Tarrantino films, this could go either way for you. If you don't buy into the hype, you very well may enjoy it. But iIf you're not a fan of his films, this one isn't likely to turn you into a fan. Better you should rent ""Reservoir Dogs."""
30," A Tarantino Film is like a Hanzo sword. It can only be compared to other Hanzo swords.
","Tarantino at his best, in rare form. Dicaprio and Pitt acted their faces off. Its funny smart and original in a world of remakes and comic book films. A true new Masterpiece."
31," Once....is a fairy tale. With a fairy tale ending.
","To those who hated the ending I can only say that when the scene ended I leaned to my wife and said..if only that's really what happened.
If only...
If only life were a fairy tale where the wolf doesn't eat the pigs."
32," Enjoyable but you need to understand the back story.
","Some will say that this is an over long film that lacks a plot, and without some knowledge of the Tate-LaBianca murders I can see why that may be the case.But, if you understand the backdrop you will realise Tarantino brilliantly uses the first 2 hours of the movie to lay the foundations to a big question - what if Tex Watson, Susan Atkins, and Patricia Krenwinkel (the 3 who committed the murders in real life) went to the wrong house?What if they stumbled across characters like Rick (DeCaprio) and Cliff (Pitt) on that fateful night instead?The answer is a compelling, funny and moving last 30 minutes of the film.The cinematography and acting is also top class."
