,title,review
10," Actionhero movie with almost no action
","Writer, producer and director Patty Jenkins really did a give this movie a feminine/soap opera touch and by doing so destroyed everything that this movie could have been. The first WW movie was not that great, but Patty did not write that one, this sequel she did and it is worthless. I was wondering if I was watching a drama or a action hero franchise. First the movie is far to long, the dialogue's are pointless and boring, you can skip with ease them because the story is not that complicated. For the action, the effects are good, not worth the time to watch, but still well made, but there are not very much action scenes. If you look at the demographic of the votes you can see girls <18 years are the only ones who love this movie, and that should have been the warning that should have been given with this movie: only see this movie if you are a teenage girl."
11," Cats is a better movie
","Gal gadot can not act. Full Stop. The script was atrocious, nothing flowed. Best parts of the movie is are the supporting cast. And the best 1 minute of this movie was the after credits scene.
DO NOT WASTE YOUR TIME."
12," Oh when will this end....
","First 15 minutes was the best, and literally did not contribute to the story... not one bit.Ok where to begin...:
Lasso of truth? More like infinity flying power bulletproof magic LassoMain villian is a genie in a rockStoryline is people wishing from said genieMost climatic fight scene is in the trailer.... seriously.. its wonder woman fighting a leopard/ tiger thingy....Main villian is defeated by saying 4 wordsNo emotional connection to characters, shallow and uninspiring. (literally if anyone died, you just wouldnt care.)no consequence after saying those 4 words. things magically became normalI dont get how is this even rated past a 5. Critics rating it 9?!?! Really suspicious. Must be some market manipulation.I literally created an account just to write this... Dont watch this pls. I wasted my time and money, hope you dont make the same mistake."
13," This is the worst movie I watched this year!
","In fact if I would have watched this movie on January 1st, 2021 it would have been the worst movie in 2021. It is right up there next to Cats."
14," I Have An Idea For The Third One *
","Wonder Woman 3: (dadaa) Wonder Woman vs. Cat Woman!!!!!!!!It sounds terrible, but cannot be any worse than this stupid trash. Wooden acting, uninteresting story, and no super powers just magic because everything is perfect and the gadgets make Wonder Woman invincible...*Because Hollywood is a junkie and must make endless sequels contractually, immorally, stupidly, etc."
15," Awful
",Most of the budget went to the Gadot and her makeup. Special effects at the level of the 2000s. The plot is just terrible. This is the final of Gadot's career.
16," Not what I expected
","Very long winded and quite soppy, I found myself getting quite bored. I m not really sure what this movie is trying to be, a drama love story maybe with a few action scenes. Disappointed."
17," In quarantine, you'll buy anything.
","Very colorful, lots of money spent. Kristin Wiig was a masterpiece of miscasting. She wasn't funny; she wasn't scary, but great costume. The whole plot was a vehicle to resurrect Chris Pine, but there was no real chemistry between them. It made the lines of endearment quite awkward and the embraces seemed forced. All the usual tropes: WW loses some of her powers, so there can be suspense; she plays Spiderman and holds two vehicles apart. Just nothing new and Gad Gadot proves again that she's a glamour model and poses well. She can't act. Still - entertainment in a vacuum of good movies, so watch it and be distracted for TWO AND A HALF hours."
18," Terrible!
","Really, really bad. Dumb plot executed over an excruciatingly long and boring 2.5 hours. Acting was fine but story, flow, and execution was really terrible. Worst superhero movie I have seen in a long time."
19," Lack of acting by gal galot
",Gal galot dint impressed a bit.not was expected.. direction was good.
20," Don't waste you time
",Avoid at all cost. The storyline is absolutely garbage. The whole cast should be recast. DC continues to disappoint.
21," Sequel
","I don't know what's in it for the people giving good reviews. This is trash. Boring, senseless and most importantly amateur acting. Don't waste your time."
22," Patty Jenkins Sets Women Back w/ This Rubbish
","The first WW movie was amazing! It clearly demonstrated that a woman super hero can be strong, smart, funny and, most of all, can easily hold her own with her male counterparts. It was a monumental step forward for super hero movies and women in general and I couldn't wait for the sequel. It was very disappointing to see the direction Mrs. Jenkins took this character. The WW in this movie represents and displays all of the stereotypical cliches so many serious actresses have worked for years to dispel. In the first WW she was a badass who fought with passion against evil and stood up for her convictions. In WW84, when she's not pining for her lost love (because we all know a woman is lost without her man, right?) she's winking at little kids while she fights campy bad guys who are literally tripping over themselves to get caught. The female supporting cast isn't much better. Kristen Wiig is the embodiment of the frazzled, clingy stereotype that went out of style in most movies years ago. The only 2 strong women (Connie Nielsen amd Robin Wright) are gone after the first 10 minutes and we are left with weak, campy garbage. The WW in the first film was Christian Bale's Batman. In WW84 we get the Adam West Batman. Such a disappointment."
23," Vastly Disappointing
","The first movie was great.I wonder why Gadot agreed to do this one. I really wonder why with all the good things DC have been doing recently, they chose to do this to the franchise.The film had a very few moments of grace, but then just let them all go. If you're keen to watch it, wait for one of the streaming services to pick it up."
24," One of the worst superhero movies I have ever watched.
","I can't believe this movie was released, its like they don't care about making a good movie."
25," Patty Jenkins should be fired. Never let Gal Gadot 'produce' again...
","What in the giving world was this? Absolutely horrible. Two villans, terrible storylines, lackluster sparkle, zero development charm seen in the first film, 4th grade level special effects... Terrible. Whomever gave Gal the authority to 'produce' this should be fired. I expect Patty Jenkins to receive a due tongue lashing for this 2020 mess of a mish-mash. Talk about setting back the female Superhero adrenaline train...I'm at a loss here, literally. I feel like this disaster of a DC movie rivals the 4th iteration of 'Hulk', just constant senseless, numbing devalued, uninspiring ridiculous visuals. Gal brought grace to the first one; empirical music clashing with slow motion videography and power through speed and her wrists. This one... GMAB.Poor Chris Pine, I hear he's willing to take another potential celebrity bashing for WWIII too..."
26," Long and Boring .
","PROS
The Cinematography is top notch .The Score is good .The chemistry between Gal and Chris was enjoyable .CONS
Gal was at her worst . she did a decent job in the previous installement but this time she was way off the mark .I love Chris Pine . He is an underrated actor and i enjoyed his previous movies but his comic timing in this movie fell flat .The villains are cartoonish .They didn't get a good screen time to performe well but i can't blame them coz the writing sucks big time .The CGI looks Really Bad .The dialogues were cringe-worthy .The action scenes were barely entertaining .All in All . One of the worst sequels i heve ever seen and it's poorly written and directed . Save your precious time and watch the first wonder woman is more entertaining and fun to watch ."
27," Only Gal Gadot's Agent And Mom Are Upvoting This
","Otherwise 5.5 For This?? Should be 2/10.Completely over-rated!This is a bad film! I was disappointed at how boring this film actually is. Just enough references and nods to actual Wonder Woman films but does not stand up in its own right. The soundtrack littered with farts and shrieks at the worst moments. Gadot (Miss 'producer') was terrible as Wonder woman (I don't even think she thought she is in a Wonder woman movie), completely useless unless you are imagining nailing her. Give it up."
28," Audiences: No One Can Make A Movie As Bad As Cat Woman...
",... Gal Gadot And Patty Jenkins: Hold our beers.This is what happens when people who are not comic book/superhero/action fans become in charge of making comic book/superhero/action movies.
29," worst dceu movie
","Worst ever super hero movie
gal gadot cannot act
gal gadot cannot sing"
30," Wonder Woman 1984 is... A Wasted Concept.
","This is gonna be a long one... here we go...First, I'd like to dissect every character one by one, starting with Diana.
I'll get right to it: she's boring. Seriously, she's awful. Gal Gadot makes a great Wonder Woman visually, but her performance lacks a lot. She's just not fun to watch. She has cool scenes and stunts, but she doesn't look like she's having fun. While the film has its serious moments, it does have the sort of wild epic-ness that warrants a more excited heroine.
Even when the script tries to make her ""have fun,"" she just can't. I understand that Wonder Woman is supposed to be a more elegant character in general, but something about Gadot's acting just makes everything fall flat. I don't enjoy seeing her be awesome, because she's not enjoying it either. She's going through the motions of being cool, and just comes off like a depressed and generic good guy.
Aside from her personality, the position they've put Diana in doesn't make sense.
I refuse to believe that Diana hasn't changed her name in 60+ years. Wonder Woman is perhaps the most invaluable superhero; she is quite literally a ""god killer."" One can only imagine that there are many other gods, goddesses, and immortal beings who would want her dead.
I was honestly expecting us to find Diana living off the grid in a low-rent apartment, moving around and working odd jobs to make ends meet (when she wasn't stopping petty crime, of course). But no, we get a rich, high society Diana who works at a museum, flaunting her inhuman knowledge and qualities - basically a sitting duck for her enemies.
But enough about her.Next, we have Steve... oh Steve... you're just the worst. Now, Steve doesn't do anything wrong - he's simply dull as a blank wall. He adds nothing to the story - well, his presence does, but not him as a character. He's expendable; you could swap him out with anyone else and the effect would be the same. Also, Chris Pine has absolutely no chemistry with Gadot; he was clearly only cast because he's considered eye candy for the ladies.Now for the villains... this is where it gets interesting... the bad guys are way better than the heroes. As I said above, Steve and Diana are painfully boring and blank. However, this movie has some of the best villains I've seen in a recent superhero film.Max Lord, played by Pedro Pascal, absorbs the power of an artifact called the Dreamstone, which gives him the ability to grant wishes. However, he also takes something from whoever had their desire granted. Obviously, this goes horribly wrong, and eventually the world descends into chaos. Max (who is loosely inspired by J.R. Ewing from Dallas; change my mind) is a surprisingly engaging character. The actor did a good job portraying him; I know he sounds boring but he stole the show every time he was on screen.Finally, we have Barbara, aka Cheetah. Her story starts a bit slowly, even invoking the age-old trope of a stereotypically dorky girl who becomes confident. But Kristen Wiig actually gives the character enough charisma that she is more likable than Diana. This is what I talked about earlier. Once Barbara becomes Cheetah, she is the kind of character Diana should've been.
She's cool and fun to watch, she looks like she's enjoying the battle, she has spirit - even though she was supposed to be evil, I actually enjoyed seeing her beat up Diana!
Yeah, I know that sounds awful, but this brings me to my final point: what I liked most about this movie was the film's biggest flaw.If I'm rooting for the villains, that means the heroes sucked (which they did). Don't get me wrong, bad guys need to be interesting in a story, but the heroes also need to be charismatic and awesome. I wanted to see Barbara succeed, and once she did, she seemingly surpassed Diana's level. Therefore, it was easier to dislike Diana.Now, onto my final complaint: why on earth was this set in the 80's? Both the title and the marketing for this movie made it seem like it was no mistake that it took place in 1984. Clearly it was for nostalgic purposes, but that's just it... there's no nostalgia. This could've been set in literally any other decade and been the same.
Now, I'm not saying it needed to be heavy-handed, playing cliche and overused songs every five seconds, but there is absolutely nothing in this movie that utilizes its setting. There is one opening scene that takes place in a mall, but it's entirely pointless and could be cut out of the movie.
There were just so many opportunities to make Wonder Woman even cooler with this, like playing rock/synth music while she fights or having her duke it out with Cheetah in a theater while 'The Terminator' is on the screen. But there is nothing of the sort.
Now, this wouldn't be so much of a problem if the year 1984 wasn't such a big part of the plug. If it was just called 'Wonder Woman II' in regular font, who cares. But when you call it 'WONDER WOMAN: 1984' with retro colors and title style, the audience expects more clever nods to the decade.I suppose I've went on and griped enough; in short it's an okay movie but it could've been a lot better. I like some of what they did, but the rest certainly isn't what I would've done with it."
31," The arrogance it takes for these people to release this publicly!!!
","JUST SAY NOReally bad script coupled with really bad actors and actresses in a really bad and low budget soap opera film.Shame. Wonder Woman (RIP) deserved better.
Watch Batman or Spiderman instead."
32," Time For An Audit
","They need to unleash the auditors on this producer and film because, according to IMDB, this film had a budget of $200 million and yet this was the result.If that budget is fact I know Pentagon contractors and consultants who take better care of funds than this lot.Moreover, it was too much, whatever they paid the actors and actresses. None of them can act, which is the point. The director must have chosen them as such because look at her level of 'talent.'I am off scraping the cheese off my ceiling thanks to this Telemundo soap."
33," What a joke, a really bad joke.
","Fifteen minutes into the movie and I've writing this review while I'm watching the movie because I know I won't miss anything. Even the 70's WW series with Linda Carter was less campy than this movie. It's too bad, I really enjoyed the first Wonder Woman. As a matter of fact, I think stop watching this and go rent the 70's WW series. You should too."
34," Come on DC! What was that?!
",Don't waste your money. My family sat down tonight all very excited to watch. No more than me. All three of my children got up and walked away from the movie within first hour and my wife had a nap. I was determined to see it through. Pretty upset I wasted $30 on this.
35," Green Lantern is relieved
",That it's no longer the worst modern superhero film. Superman IV: Quest for Peace...you can also take a cleansing breath.
36," Don't believe the negative reviews - it's worse
","Horrible. Just horrible. A tedious, long and incoherent film. Story barely made sense and after 30 mins I simply didn't care. Stuck with it to see if it got any better. Amazingly it got worse.She wishes for Steve to come back and he's in a different body - some wish.
Steve, a pilot from WW1 knows how to fly a modern fighter jet.
And drive a modern car. A basic Peugeot that turns out to be bullet proof.
And he knows how to fire a bazooka.
Maybe should call the film Wonder Guy.Even Green Lantern is better than this film."
37," Maybe don't put the best stuff in the trailer?....
","I've never written a review on here before but this film disappointed me for one major reason, if you watched the trailer you have seen most of the good stuff.The first film was awesome, this one had the potential to be great too but the trailer took away all suspense for me.First of all, there was no reason for Chris Pine to get top billing in this movie. Him showing up after Diana wished for him to be alive would have been a nice surprise.Second, the trailer should not have shown Cheetah as the villain. Barbara was a friend of Diana's for the majority of the movie, she didn't become villainous until more than halfway through the movie. Before you say that it can't be done, look at what Marvel did with Mysterio in Spider Man Far From Home. People had guessed he was the villain but nobody actually knew for sure, because Marvel was smart enough to keep that from us. I found myself just waiting for Barbara to turn bad because I knew it was coming, based on the trailer.Pedro Pascal and Kristen Wiig were great additions and played their roles very well, the chemistry between Gal & Pine remains great, but I can't get past the trailer revealing all of the good stuff when there was no need for it."
38," It's pretty awful.
","I definitely think it deserves more than 1 star, but it doesn't come close to living up to the hype or the hope for a great movie. Beginning is fun when she competes as a little girl and feels like groundwork for the coming story, but then the rest of the movie has nothing to do with the beginning. The mall scene at the beginning is really, really awful! The other fight scenes are just okay but not terrible. The story is pretty bad, but there are far worse. I've never been a fan of the ""superhero loses their powers"" plot line. Steve coming back in someone else's body is super weird. You want him back somehow, but not like that. Cheetah is an interesting idea but they didn't utilize her like they could have. I was expecting an epic matchup between she and Wonder Woman at the end. Not there. If you blink you will miss it. It's just an okay hero movie. It's not great, but better than 1 star."
39," Well well
",For me this was unwatchable really good actors who let the director turn this franchise into a joke
40," Un-Wonder Woman
","This has to be one of the worst movies of 2020. I waited patiently for this film to release and I was dismayed by what I saw. The action is dull, the acting is wooden and dialogue sounds like it was written by a first time writer. If you love cliches this is your movie. It's filled with them and you just have to roll your eyes. Superman v. Batman is far more superior than this film. Director Patty Jenkins really dropped the ball. The first film was so much better. What blows my mind is that the movie was directed by the same person who directed the first one. I think it was the right decision to split the release between digital and theatrical because it was not going to make its profit back just by doing a theatrical release, let alone on demand. I don't recommend this movie. I'd advise you wait until it's free on tv in about a year. It's that bad. It pains me to be so critical of Wonder Woman because I'm a huge fan. However, I'm not a fan of a director who can't even make a decent sequel. This is the same director who is going to direct Star Wars Rouge Squadron in 2023. If you love Gal Gadot check this movie out, other then that this is a hard pass."
41," Wonder Woman 1984: The Quest For Peace. Awful.
","The sequel to Wonder Woman was rescheduled time and time again because of the emergence of COVID-19 and cinemas being off limits. It's finally been released however but can also be streamed on HBO Max which has made some to say that cinemas may be a thing of the past.So is this sequel as good as it's amazing first film?The film opens with Diana reminiscing to when she was a child and taking part in an Olympics style event in which she excels until she is felled by a tree branch which makes her fall from the horse that carries her but then decides to cheat to try and take the lead. She is found out to have cheated however and whilst she is heartbroken at not having won she is told that her time will come. This opening is in keeping with the first film and is fantastic.But as the film then flashes forward into 1984 it starts to come seriously unstuck. It's easy for films to fall into a kind of exaggerated, unrealistic and truly irritating parody of a decade especially one that is larger than life like the 1980's. The film falls headlong into this trap and so the 80's we see is wall to wall bad fashions, people eating fatty foods in abundance and littering. It feels fake and manufactured. If there was a hashtag that could be used here for the Twitterati it would be #notmy80s. 'Ah but this is the vision of the 80's that is individual to this film and Patty Jenkins' I hear the comic fanboys screaming. Then in that case it just plain sucks.There then comes an action sequence in a shopping mall in which WW foils a robbery. It's so pointless and pathetic that I actually shouted out in the cinema 'This is awful!' I even for a nanosecond thought of walking out. This would have set a new record for the fastest time I've walked out of a film, having lasted only ten minutes watching Freddy Vs Jason.Fortunately the film calms down on the over the top 80's schtick as we see the main narrative for the film- an artefact known as the dreamstone which can fulfil the wish of those who touch it but with a catch. For every wish, the person loses something else dear to them. When I heard of this premise for the film it seemed fine. But as is stated by characters within the film, this is actually based on the urban legend of the 'Monkey's Paw'. When I found this out (and by characters in the actual film!) the premise disintegrated right before my eyes. I felt robbed and the whole premise for the film felt lazy. In fact, very quickly in the film I found myself thinking 'I really don't care what happens to ANY character in this film'. Nothing in the film's runtime swayed me from this.Diana wishes for Steve Trevor to come back and hence this is how we get Chris Pine back in the sequel. However, with this wish coming true we see WW start to lose her powers. The scene where we see him reappear should have had a massive emotional pull for the audience. There was nothing. This film is just like it's depiction of the decade it takes place in- all surface, no depth.We are introduced to the socially awkward Barbara Minerva who wishes to be just like Diana. She gains her wish. She later wishes to be an 'apex predator'. Again, she gets her wish and transforms into supervillianess Cheetah. The first glimpse of Cheetah was so naff I actually burst out laughing.We also get another baddie in the form of 'orange man bad' Max Lord who is based on Donald Trump. Theres even a border wall in the film. Hmmm. The President of the United States in the film is obviously based on Ronald Reagan. There are even allusions to his Alzheimers with him saying that felt completely disorientated and 'somewhere else' during one scene. Or maybe with such as admission he's based on Joe Biden instead.The real problem for me throughout the film are the scenes that involve Wonder Woman which is massively problematic based around her character. The action scenes contain the worst examples of CGI I've seen in a long long time. There are times when Wonder Woman feels more like an action figure in a really badly conceived computer game from the early 00's.There is also a scene in which we are introduced to a new power that Diana unveils. She can turn objects invisible by simply touching them. This made me roll my eyes when I had already rolled them far too many times already. 'Maybe she can also make this film half it's running time' I found myself thinking.Another scene that had me rolling my eyes was when Barbara decides to go to the gym when she discovers she has superstrength and decides to lift weights. There is also another cringy scene when she bumps into the creepy guy who harassed her earlier in the film.But there are scenes that work. When Diana finds out she can fly it's through a statement Steve has made earlier in the film about his love of flying. These scenes are beautiful to behold and don't involve dodgy CGI. This scene works amazingly well. If only the care and attention that had gone into this scene could have been applied to the rest of the film the whole movie would be more of a rewarding experience.I enjoyed the scenes of Max's health getting worse with every wish he bestows. This could have been exploited more with him disintegrating more radically throughout the film a la the undead character in An American Werewolf In London. But I appreciate that that might not have been appropriate in a film aimed primarily at children.When Diana has to say goodbye to Steve so that she can get her powers back, again, there should have been more emotional resonance for the audience. Again, there wasn't any.In fact when I heard that Diana was to lose her powers to get Steve back I instantly thought of Superman 2 with Superman willingly renouncing his superpowers so he can enter a relationship with Lois. But whilst I was hoping for a sequel as good as Superman 2 for Wonder Woman instead we got Superman 4: The Quest For Peace resplendent with a naff call for world peace in a nuclear free world.After the first film I would have wished for a sequel. After seeing Wonder Woman 84, I renounce my wish."
42," Wow they let this director work on Star Wars?
","Didn't they learn from Rian johnson's fiasco??
WW 1984 is one of the worst movie I have ever seen. Don't waste your time and watch it. It's is very bad. Not worth to turn on the television. Gal Gadot should just take it off."
43," Horrendous
","I'm not even going to write a lot here, all you need to know is this is potentially the worst DC movie out the lot.... and it's not exactly a high bar to overcome. What a shambles. So disappointed."
44," No need to ""Wonder""
","Everything that makes a movie terrible. Slept 10 hours before watching this and this film put me right back to sleep. Also, a lot of pot holes"
45," I would rather go to school
","Couldn't tell whether I was watching it in reverse, it's so slow and nonsensical. Everyone was all over the place. Random stuff happens and sometimes it's important and sometimes it doesn't mean anything. So who were the good guys?"
46," Failed sequel
","The first WW was a decent movie, the second installment is not.
The plot is basic, and has been done before. The setting is 1984, we get it, but really has no bearing on the story, at all. However, the movie sure made sure to show plenty of pastel colors and popped collars, because you know, the 80s.
The CGI is really bad in some places, and the action sequences are also stale and boring. This film does nothing to set up any future stories within the DCEU, or really shed any light on WW, other than the opening scene showing her as a child.
The worst part of all has to be the ending. Max Lord has to touch people to grant wishes, but at the end all he has to do is appear on TV? What!? Also, to break the wishes he granted, all a person has to do is renounce the wish. So in the end, WW really isn't needed at all."
47," Can't believe some people like this movie.
","Horrible plot, action, CGI, characters, etc. Enjoyed the first one, but this sequel was as bad as they come. Honestly, I can't believe the writers, director or actors didn't just say STOP and walk away from this when they must have realized what a mess it was going to be. Yikes."
48," What a way to destroy a good franchise
","The vfx loos cheap you can compare it with a bad tv episode of CWs Supergirl, the script seems written by a four year old kid so cheesy, the crappy cartoon villains, Gal Gadot bad acting, I admit a few jokes land now and then but they don't save this garbage.This movie is nothing compared with the first one, what the hell happened here?"
49," Terrible in all expected ways
","Illogical screenwriting, cheesy jokes, cheesy dialogue, its everything you want when you are looking for a movie to laugh AT
In 2 hours and 45mins, the action sequences are maybe 20 mins and ultra low quality.
In all honesty, this is a download kinda movie. Save the cash"
50," Who said she can act?
",Very bad acting. Very bad script. Very bad direction. What a let down. Gadot is as beautiful as she is the worst actress to hit the superheto firmament. Paid 30 bucks to syream this awful mess on xmas day. Ruined xmas or whatever was left of it after cpvid. A disappointing film for a disappointing year. Want my money back.
51," Resembles a made for tv children's movie
","What a joke of a movie 2/10 .
It was like watching a made for TV children's movie from the 90s, bad editing, bad CGI, bad script, and the Plot was RIDICULOUS."
52," So bad
","Who wrote this? The story makes so little sense. It was hard to watch all the way through. All I can say is hey they tried, not sure if it was their best try however."
53," Hot Garbage
","I was looking forward to seeing this, but I was more than disappointed. The script of this movie is the most atrocious thing I have ever seen. I will briefly review the storyline so that spoilers are not present.Opening scene: (shown in ads, so not a spoiler) Wonder Woman's early years in a competition. Completely unrealistic that she is beating adult women in an olympic thing complete with horse racing and parkour. Then it turns into a goofy moral filled ending of the competition. You are wanting more of her early life story, but then it skips right to adulthood.The problem with the rest of the movie is that it has ridiculous amounts of filler. It will spend 10 minutes straight acting as if the main pot line is not there. Stupid things like the mall scene, attacker scene, love story scene, etc. It is like lots of small cut scene movies chopped together. Then you got Pedro Pascal doing the main plot line of the movie the whole time. Pedro is simply not a good villain. It is so laughably bad, but they dragged the movie on for days. It's as if 3 separate movies were made about each main/supporting character and they pieced them together in the editing room. The action scenes randomly appear in the movie, but then they quickly end and go back to the random story lines."
54," Honestly created an account just to warn to others
","My kids couldn't watch the entirety of this movie, two of them wandered off mid movie! Spend your money somewhere else, wish I could get a refund."
